0,0.000000
1,0.191527
2,0.161518
3,0.207414
4,0.208297
5,0.289497
6,0.357458
7,0.415711
8,0.508385
9,0.516328
10,0.548102
11,0.556929
12,0.578994
13,0.591350
14,0.589585
15,0.587820
16,0.583407
17,0.584289
18,0.586055
19,0.601942
20,0.603707
21,0.598411
22,0.601059
23,0.601942
24,0.614298
25,0.626655
26,0.636364
27,0.637246
28,0.637246
29,0.636364
30,0.631068
31,0.635481
32,0.637246
33,0.643425
34,0.640777
35,0.636364
36,0.624007
37,0.629303
38,0.632833
39,0.631951
40,0.625772
41,0.627538
42,0.628420
43,0.630185
44,0.642542
45,0.642542
46,0.642542
47,0.640777
48,0.640777
49,0.646955
50,0.649603
51,0.657546
52,0.669903
53,0.664607
54,0.664607
55,0.661959
56,0.661959
57,0.663725
58,0.667255
59,0.662842
60,0.665490
61,0.663725
62,0.663725
63,0.661959
64,0.662842
65,0.659312
66,0.660194
67,0.663725
68,0.665490
69,0.664607
70,0.664607
71,0.668138
72,0.671668
73,0.671668
74,0.668138
75,0.669903
76,0.671668
77,0.674316
78,0.671668
79,0.673433
80,0.672551
81,0.669020
82,0.668138
83,0.671668
84,0.669020
85,0.670786
86,0.668138
87,0.665490
88,0.663725
89,0.666372
90,0.668138
91,0.671668
92,0.671668
93,0.670786
94,0.673433
95,0.673433
96,0.679612
97,0.679612
98,0.680494
99,0.682259
100,0.683142
101,0.678729
102,0.676081
103,0.675199
104,0.678729
105,0.679612
106,0.679612
107,0.676964
108,0.679612
109,0.672551
110,0.670786
111,0.670786
112,0.669903
113,0.674316
114,0.674316
115,0.672551
116,0.679612
117,0.678729
118,0.676964
119,0.676964
120,0.675199
121,0.673433
122,0.676964
123,0.679612
124,0.677846
125,0.675199
126,0.681377
127,0.682259
128,0.680494
129,0.683142
130,0.684025
131,0.676964
132,0.680494
133,0.676964
134,0.676964
135,0.685790
136,0.688438
137,0.685790
138,0.685790
139,0.684907
140,0.684025
141,0.684025
142,0.684025
143,0.683142
144,0.684025
145,0.679612
146,0.674316
147,0.676964
148,0.677846
149,0.676964
150,0.677846
151,0.677846
152,0.680494
153,0.682259
154,0.683142
155,0.684025
156,0.684025
157,0.680494
158,0.684025
159,0.685790
160,0.684025
161,0.681377
162,0.680494
163,0.685790
164,0.687555
165,0.687555
166,0.682259
167,0.682259
168,0.681377
169,0.680494
170,0.683142
171,0.683142
172,0.679612
173,0.679612
174,0.680494
175,0.681377
176,0.684907
177,0.679612
178,0.677846
179,0.671668
180,0.670786
181,0.665490
182,0.666372
183,0.661959
184,0.659312
185,0.661959
186,0.663725
187,0.664607
188,0.666372
189,0.665490
190,0.667255
191,0.670786
192,0.671668
193,0.674316
194,0.673433
195,0.668138
196,0.670786
197,0.669020
198,0.664607
199,0.661959
