1,0.164166
2,0.164166
3,0.173875
4,0.254192
5,0.293027
6,0.310680
7,0.378641
8,0.423654
9,0.467785
10,0.482789
11,0.507502
12,0.518976
13,0.539276
14,0.553398
15,0.579876
16,0.582524
17,0.584289
18,0.578111
19,0.578994
20,0.578994
21,0.580759
22,0.577229
23,0.590468
24,0.594881
25,0.601059
26,0.586055
27,0.586937
28,0.594881
29,0.591350
30,0.601059
31,0.606355
32,0.606355
33,0.605472
34,0.596646
35,0.601059
36,0.601059
37,0.602824
38,0.610768
39,0.612533
40,0.620477
41,0.627538
42,0.625772
43,0.629303
44,0.629303
45,0.631068
46,0.630185
47,0.634598
48,0.637246
49,0.633716
50,0.635481
51,0.641659
52,0.643425
53,0.643425
54,0.641659
55,0.642542
56,0.643425
57,0.645190
58,0.642542
59,0.645190
60,0.641659
61,0.641659
62,0.639894
63,0.632833
64,0.637246
65,0.632833
66,0.631951
67,0.634598
68,0.631951
69,0.627538
70,0.624007
71,0.621359
72,0.631951
73,0.624007
74,0.625772
75,0.621359
76,0.620477
77,0.623124
78,0.621359
79,0.619594
80,0.618711
81,0.622242
82,0.624890
83,0.624890
84,0.619594
85,0.617829
86,0.625772
87,0.623124
88,0.625772
89,0.624007
90,0.623124
91,0.631068
92,0.634598
93,0.634598
94,0.643425
95,0.646955
96,0.645190
97,0.637246
98,0.637246
99,0.634598
100,0.635481
101,0.637246
102,0.641659
103,0.644307
104,0.644307
105,0.647838
106,0.654016
107,0.654898
108,0.656664
109,0.658429
110,0.661077
111,0.659312
112,0.661959
113,0.666372
114,0.665490
115,0.667255
116,0.665490
117,0.669020
118,0.671668
119,0.671668
120,0.674316
121,0.674316
122,0.676081
123,0.677846
124,0.674316
125,0.667255
126,0.668138
127,0.668138
128,0.669020
129,0.666372
130,0.670786
131,0.669903
132,0.669903
133,0.673433
134,0.673433
135,0.671668
136,0.668138
137,0.669020
138,0.668138
139,0.668138
140,0.669020
141,0.668138
142,0.664607
143,0.668138
144,0.663725
145,0.662842
146,0.663725
147,0.660194
148,0.661077
149,0.657546
150,0.655781
151,0.651368
152,0.653133
153,0.649603
154,0.649603
155,0.649603
156,0.649603
157,0.646955
158,0.646955
159,0.644307
160,0.643425
161,0.641659
162,0.640777
163,0.646955
164,0.650485
165,0.652251
166,0.656664
167,0.657546
168,0.661959
169,0.663725
170,0.658429
171,0.656664
172,0.659312
173,0.655781
174,0.647838
175,0.646072
176,0.647838
177,0.645190
178,0.646072
179,0.647838
180,0.651368
181,0.652251
182,0.654016
183,0.654016
184,0.654016
185,0.659312
186,0.659312
187,0.661077
188,0.660194
189,0.658429
190,0.655781
191,0.654016
192,0.649603
193,0.652251
194,0.656664
195,0.648720
196,0.647838
197,0.646955
198,0.648720
199,0.647838
