1,0.097087
2,0.146514
3,0.195057
4,0.233010
5,0.267432
6,0.355693
7,0.428950
8,0.488967
9,0.519859
10,0.548985
11,0.547220
12,0.541041
13,0.548102
14,0.551633
15,0.548102
16,0.535746
17,0.529568
18,0.530450
19,0.525154
20,0.532215
21,0.545455
22,0.550750
23,0.549868
24,0.570168
25,0.577229
26,0.580759
27,0.586055
28,0.587820
29,0.596646
30,0.603707
31,0.602824
32,0.610768
33,0.617829
34,0.629303
35,0.630185
36,0.629303
37,0.629303
38,0.624890
39,0.625772
40,0.620477
41,0.629303
42,0.632833
43,0.628420
44,0.628420
45,0.633716
46,0.635481
47,0.634598
48,0.638129
49,0.634598
50,0.632833
51,0.627538
52,0.627538
53,0.626655
54,0.627538
55,0.634598
56,0.631068
57,0.633716
58,0.633716
59,0.636364
60,0.637246
61,0.639011
62,0.630185
63,0.632833
64,0.633716
65,0.630185
66,0.630185
67,0.632833
68,0.634598
69,0.640777
70,0.645190
71,0.645190
72,0.647838
73,0.646072
74,0.644307
75,0.642542
76,0.642542
77,0.645190
78,0.643425
79,0.652251
80,0.656664
81,0.654016
82,0.654898
83,0.650485
84,0.650485
85,0.641659
86,0.639011
87,0.631068
88,0.630185
89,0.629303
90,0.636364
91,0.639894
92,0.639894
93,0.639011
94,0.635481
95,0.632833
96,0.631068
97,0.634598
98,0.634598
99,0.630185
100,0.631068
101,0.633716
102,0.631068
103,0.628420
104,0.629303
105,0.625772
106,0.630185
107,0.631951
108,0.630185
109,0.637246
110,0.639894
111,0.629303
112,0.629303
113,0.635481
114,0.634598
115,0.633716
116,0.636364
117,0.636364
118,0.635481
119,0.631068
120,0.631068
121,0.634598
122,0.631068
123,0.631068
124,0.629303
125,0.626655
126,0.627538
127,0.627538
128,0.633716
129,0.631068
130,0.637246
131,0.632833
132,0.635481
133,0.639011
134,0.639011
135,0.635481
136,0.634598
137,0.633716
138,0.631951
139,0.633716
140,0.635481
141,0.638129
142,0.642542
143,0.641659
144,0.640777
145,0.642542
146,0.642542
147,0.645190
148,0.646072
149,0.650485
150,0.648720
151,0.646072
152,0.645190
153,0.644307
154,0.644307
155,0.641659
156,0.644307
157,0.641659
158,0.644307
159,0.646072
160,0.644307
161,0.646955
162,0.646072
163,0.641659
164,0.641659
165,0.645190
166,0.643425
167,0.646072
168,0.646072
169,0.647838
170,0.650485
171,0.652251
172,0.655781
173,0.655781
174,0.653133
175,0.652251
176,0.652251
177,0.651368
178,0.651368
179,0.651368
180,0.652251
181,0.654016
182,0.654898
183,0.657546
184,0.649603
185,0.652251
186,0.649603
187,0.653133
188,0.652251
189,0.650485
190,0.650485
191,0.654898
192,0.654016
193,0.655781
194,0.655781
195,0.654016
196,0.651368
197,0.648720
198,0.648720
199,0.647838
