input,time
740000,932391
741000,943930
742000,935721
743000,965966
744000,976035
745000,870341
746000,874446
747000,1031282
748000,1159387
749000,981228
750000,963453
751000,862119
752000,963328
753000,1213787
754000,951272
755000,927139
756000,967034
757000,942358
758000,983355
759000,911239
760000,985874
761000,1011680
762000,923858
763000,996656
764000,994267
765000,987050
766000,982443
767000,983986
768000,999513
769000,1187812
770000,1182797
771000,988630
772000,1034886
773000,944412
774000,1164957
775000,1192803
776000,992021
777000,1003955
778000,1155836
779000,994078
780000,1075415
781000,1388958
782000,1030751
783000,1020925
784000,1043978
785000,945018
786000,1038200
787000,909724
788000,1032827
789000,1386425
790000,1055268
791000,1056292
792000,1016442
793000,1046788
794000,1025232
795000,1059091
796000,1063259
797000,964796
798000,1050807
799000,1053593
800000,1063369
801000,1137051
802000,972115
803000,1127712
804000,1288889
805000,1073281
806000,1087905
807000,1085715
808000,1068623
809000,1494000
810000,1316920
811000,1099244
812000,989743
813000,1087359
814000,1190339
815000,1201116
816000,1090641
817000,1088233
818000,1217459
819000,1128173
820000,1093162
821000,1265716
822000,1115702
823000,1017461
824000,1164122
825000,1120052
826000,1073198
827000,1127639
828000,1274486
829000,1115632
830000,1161129
831000,1261182
832000,1124070
833000,1115233
834000,1087026
835000,1336155
836000,1138230
837000,1126944
838000,1093847
839000,1143440
840000,1139791
841000,1293412
842000,1220915
843000,1137985
844000,1143560
845000,1338808
846000,1109496
847000,1142774
848000,1246877
849000,1416454
850000,1223308
851000,1215965
852000,1375740
853000,1229670
854000,1237450
855000,1214675
856000,1432453
857000,1238899
858000,1213050
859000,1390984
860000,1248174
861000,1203373
862000,1263044
863000,1173137
864000,1190014
865000,1237138
866000,1276690
867000,1299259
868000,1260651
869000,1233262
870000,1404817
871000,1209525
872000,1285635
873000,1382320
874000,1277205
875000,1340670
876000,1344629
877000,1281416
878000,1235856
879000,1454989
880000,1343943
881000,1219124
882000,1218548
883000,1179214
884000,1279116
885000,1233282
886000,1321347
887000,1455997
888000,1247013
889000,1333125
890000,1206480
891000,1282237
892000,1294193
893000,1354019
894000,1501762
895000,1305285
896000,1386026
897000,1325004
898000,1464285
899000,1326256
900000,1328706
901000,1265765
902000,1280733
903000,1272945
904000,1283222
905000,1269997
906000,1300700
907000,1286521
908000,1443950
909000,1290064
910000,1291292
911000,1293090
912000,1381622
913000,1351035
914000,1359812
915000,1537548
916000,1228860
917000,1227240
918000,1819187
919000,1353964
920000,1366487
921000,1278681
922000,1637540
923000,1455477
924000,1355715
925000,1418278
926000,1376230
927000,1390615
928000,1401456
929000,1444596
930000,1404256
931000,1347541
932000,1327275
933000,1331979
934000,1366967
935000,1416017
936000,1417107
937000,1387955
938000,1436771
939000,1572256
940000,1525684
941000,1331333
942000,1390025
943000,1373389
944000,1487779
945000,1358174
946000,1372072
947000,1380434
948000,1292516
949000,1293800
950000,1378110
951000,1409388
952000,1370475
953000,1376674
954000,1374600
955000,1373323
956000,1516949
957000,1395648
958000,1417001
959000,1474266
960000,1558394
961000,1388611
962000,1500854
963000,1419171
964000,1464855
965000,1927852
966000,1893496
967000,1455552
968000,1428280
969000,1424501
970000,1532283
971000,1836183
972000,1478174
973000,1570568
974000,1526655
975000,1495143
976000,1425156
977000,1482586
978000,1459721
979000,2058447
980000,1467354
981000,1440169
982000,1429717
983000,1586574
984000,1624818
985000,1476946
986000,1539880
987000,1354077
988000,1350155
989000,1475904
990000,1453661
991000,1488728
992000,1525000
993000,1479542
994000,1491602
995000,1618108
996000,1612623
997000,1594516
998000,1564034
999000,1488865
1000000,1639568
